state	sex	race	age	education	party	ideology	state_contestedness	vote
TX	female	white	45-64	college graduate	other	moderate	solid B	B
TX	male	hispanic	18-29	didn't graduate from HS	A	liberal	solid B	A
TX	male	other	18-29	some college	A	liberal	solid B	A
TX	male	black	18-29	college graduate	A	moderate	solid B	A
TX	female	black	30-44	college graduate	A	liberal	solid B	A
TX	female	white	45-64	college graduate	A	moderate	solid B	A
TX	male	white	18-29	some college	B	moderate	solid B	B
TX	female	hispanic	45-64	high school graduate	A	moderate	solid B	A
TX	female	hispanic	18-29	some college	other	liberal	solid B	A
TX	male	hispanic	18-29	high school graduate	A	liberal	solid B	A
TX	female	white	45-64	some college	B	conservative	solid B	B
TX	male	hispanic	65+	some college	A	moderate	solid B	A
TX	male	white	18-29	some college	B	moderate	solid B	B
UT	female	other	30-44	college graduate	A	liberal	solid B	A
UT	female	other	45-64	college graduate	other	conservative	solid B	B
UT	male	white	18-29	some college	other	conservative	solid B	B
UT	female	white	45-64	college graduate	other	liberal	solid B	A
UT	male	white	45-64	college graduate	B	conservative	solid B	B
UT	male	white	45-64	some college	B	conservative	solid B	A
UT	male	white	45-64	some college	B	moderate	solid B	B
UT	female	white	30-44	some college	other	moderate	solid B	A
UT	male	white	45-64	some college	B	moderate	solid B	B
UT	female	white	45-64	some college	A	conservative	solid B	A
UT	female	white	45-64	high school graduate	B	moderate	solid B	B
UT	male	white	18-29	high school graduate	A	moderate	solid B	A
UT	female	white	65+	some college	other	conservative	solid B	B
UT	male	white	30-44	college graduate	B	conservative	solid B	B
UT	female	other	30-44	some college	A	moderate	solid B	A
UT	male	white	18-29	some college	other	conservative	solid B	A
UT	male	white	45-64	college graduate	A	liberal	solid B	A
UT	female	white	30-44	some college	A	moderate	solid B	A
UT	female	white	18-29	some college	A	moderate	solid B	A
UT	female	white	30-44	college graduate	A	liberal	solid B	A
UT	female	white	45-64	some college	B	conservative	solid B	B
UT	male	white	30-44	college graduate	other	moderate	solid B	A
UT	male	white	65+	some college	A	conservative	solid B	B
UT	female	black	45-64	some college	A	moderate	solid B	A
UT	male	white	30-44	college graduate	other	conservative	solid B	B
UT	male	white	30-44	high school graduate	A	moderate	solid B	A
UT	female	white	45-64	high school graduate	A	liberal	solid B	A
UT	female	white	18-29	some college	B	moderate	solid B	A
UT	female	white	30-44	college graduate	other	liberal	solid B	A
UT	male	white	18-29	some college	other	moderate	solid B	A
UT	male	hispanic	18-29	college graduate	A	liberal	solid B	A
UT	female	white	65+	college graduate	B	conservative	solid B	B
UT	female	white	18-29	college graduate	A	liberal	solid B	A
UT	male	hispanic	30-44	some college	other	moderate	solid B	A
UT	female	white	30-44	college graduate	A	liberal	solid B	A
UT	male	white	45-64	college graduate	B	moderate	solid B	B
UT	male	white	45-64	college graduate	other	moderate	solid B	B
UT	male	white	65+	college graduate	A	liberal	solid B	A
UT	male	white	30-44	college graduate	other	moderate	solid B	A
UT	female	hispanic	30-44	high school graduate	other	moderate	solid B	A
UT	female	hispanic	18-29	college graduate	other	liberal	solid B	A
UT	female	white	30-44	high school graduate	A	liberal	solid B	A
UT	male	white	45-64	some college	other	moderate	solid B	A
UT	male	white	45-64	some college	A	moderate	solid B	A
UT	male	white	45-64	college graduate	other	conservative	solid B	B
UT	female	white	45-64	college graduate	B	conservative	solid B	B
UT	male	white	18-29	college graduate	A	moderate	solid B	A
UT	female	black	18-29	college graduate	other	moderate	solid B	A
UT	female	other	65+	college graduate	other	conservative	solid B	B
UT	female	white	45-64	didn't graduate from HS	B	moderate	solid B	B
UT	male	white	45-64	some college	other	liberal	solid B	A
UT	female	white	30-44	some college	B	conservative	solid B	B
UT	female	white	18-29	college graduate	B	conservative	solid B	B
UT	female	white	30-44	some college	other	moderate	solid B	A
UT	male	white	45-64	high school graduate	other	conservative	solid B	B
UT	male	white	45-64	some college	other	moderate	solid B	B
UT	female	hispanic	30-44	college graduate	B	moderate	solid B	A
UT	female	white	65+	high school graduate	other	conservative	solid B	B
UT	male	white	45-64	college graduate	B	conservative	solid B	B
UT	male	white	45-64	high school graduate	B	conservative	solid B	B
UT	male	other	18-29	some college	other	moderate	solid B	A
UT	female	white	45-64	high school graduate	A	moderate	solid B	A
VA	male	white	18-29	college graduate	B	moderate	battleground	B
VA	female	white	30-44	college graduate	A	liberal	battleground	A
VA	female	white	30-44	college graduate	other	moderate	battleground	B
VA	male	white	45-64	some college	B	conservative	battleground	B
VA	male	white	45-64	some college	B	conservative	battleground	B
VA	female	white	45-64	college graduate	other	moderate	battleground	B
VA	male	white	30-44	some college	B	conservative	battleground	B
VA	male	white	45-64	college graduate	A	liberal	battleground	A
VA	male	black	65+	didn't graduate from HS	A	liberal	battleground	A
VA	female	hispanic	30-44	college graduate	other	conservative	battleground	B
VA	male	black	45-64	some college	other	moderate	battleground	A
VA	male	other	30-44	college graduate	other	liberal	battleground	A
VA	male	white	30-44	college graduate	other	moderate	battleground	A
VA	male	white	30-44	college graduate	B	moderate	battleground	B
VA	male	hispanic	18-29	some college	other	liberal	battleground	A
VA	female	black	45-64	college graduate	B	conservative	battleground	A
VA	male	white	18-29	some college	A	liberal	battleground	A
VA	female	white	65+	didn't graduate from HS	A	conservative	battleground	A
VA	female	white	45-64	some college	B	conservative	battleground	B
VA	female	white	18-29	some college	A	liberal	battleground	A
VA	female	black	18-29	some college	A	conservative	battleground	A
VA	female	black	45-64	college graduate	A	conservative	battleground	A
VA	female	white	30-44	some college	B	conservative	battleground	B
VA	male	white	65+	high school graduate	A	moderate	battleground	A
VA	male	white	45-64	college graduate	other	liberal	battleground	A
VA	female	black	45-64	high school graduate	A	conservative	battleground	A
VA	male	black	65+	high school graduate	A	liberal	battleground	A
VA	female	white	45-64	college graduate	A	moderate	battleground	A
VA	female	white	30-44	high school graduate	B	liberal	battleground	B
VA	male	white	45-64	college graduate	other	liberal	battleground	A
VA	female	white	18-29	some college	other	moderate	battleground	A
VA	female	white	30-44	some college	B	conservative	battleground	B
VA	male	white	45-64	college graduate	other	conservative	battleground	B
VA	male	white	45-64	college graduate	B	conservative	battleground	B
VA	female	other	30-44	college graduate	B	liberal	battleground	B
VA	male	white	45-64	college graduate	B	moderate	battleground	B
VA	male	white	45-64	college graduate	other	conservative	battleground	B
VA	female	white	45-64	college graduate	B	conservative	battleground	B
VA	male	white	18-29	high school graduate	other	conservative	battleground	B
VA	female	black	18-29	high school graduate	A	conservative	battleground	A
VA	male	white	30-44	college graduate	B	moderate	battleground	B
VA	female	white	65+	college graduate	A	moderate	battleground	A
VA	female	white	65+	college graduate	A	liberal	battleground	A
VA	male	white	18-29	some college	other	moderate	battleground	B
VA	female	white	45-64	college graduate	B	moderate	battleground	B
VA	male	black	18-29	some college	A	moderate	battleground	A
VA	male	black	30-44	high school graduate	A	liberal	battleground	A
VA	male	white	65+	college graduate	B	conservative	battleground	B
VA	male	white	45-64	college graduate	other	moderate	battleground	B
VA	female	other	45-64	college graduate	A	moderate	battleground	A
VA	female	white	30-44	college graduate	B	conservative	battleground	B
VA	male	other	65+	some college	A	moderate	battleground	A
VA	male	other	45-64	college graduate	other	moderate	battleground	A
VA	female	black	18-29	some college	other	moderate	battleground	A
VA	female	black	45-64	high school graduate	A	moderate	battleground	A
VA	male	white	18-29	high school graduate	B	moderate	battleground	B
VA	male	white	30-44	high school graduate	A	moderate	battleground	A
VA	male	white	45-64	high school graduate	A	moderate	battleground	A
VA	female	white	18-29	some college	B	moderate	battleground	B
VA	female	white	30-44	college graduate	A	liberal	battleground	B
VA	female	white	45-64	some college	other	moderate	battleground	B
VA	male	white	45-64	college graduate	A	liberal	battleground	A
VA	female	white	65+	college graduate	other	liberal	battleground	A
VA	female	white	18-29	some college	B	conservative	battleground	B
VA	female	black	30-44	some college	A	liberal	battleground	A
VA	female	white	30-44	college graduate	other	moderate	battleground	A
VA	female	white	45-64	college graduate	other	moderate	battleground	A
VA	male	white	45-64	some college	B	conservative	battleground	B
VA	female	white	45-64	some college	A	moderate	battleground	B
VA	male	white	18-29	college graduate	A	liberal	battleground	A
VA	female	hispanic	18-29	some college	A	liberal	battleground	A
VA	male	black	45-64	some college	other	moderate	battleground	A
VA	female	white	30-44	high school graduate	other	moderate	battleground	B
VA	female	hispanic	65+	high school graduate	other	moderate	battleground	B
VA	female	black	30-44	college graduate	A	moderate	battleground	A
VA	female	black	65+	didn't graduate from HS	A	conservative	battleground	A
VA	male	white	18-29	high school graduate	other	liberal	battleground	A
VA	male	white	45-64	college graduate	other	liberal	battleground	A
VA	female	other	45-64	some college	A	liberal	battleground	A
VA	male	black	30-44	high school graduate	A	moderate	battleground	A
VA	female	white	65+	college graduate	B	moderate	battleground	B
VA	male	white	45-64	some college	B	moderate	battleground	B
VA	female	white	65+	some college	other	moderate	battleground	A
VA	female	white	45-64	college graduate	other	moderate	battleground	A
VA	male	white	30-44	college graduate	A	moderate	battleground	A
VA	female	white	65+	some college	B	moderate	battleground	B
VA	female	white	30-44	college graduate	A	moderate	battleground	B
VA	female	white	45-64	college graduate	B	conservative	battleground	B
VA	male	white	18-29	college graduate	B	conservative	battleground	B
VA	male	white	65+	college graduate	B	conservative	battleground	B
VA	female	white	45-64	college graduate	B	liberal	battleground	B
VA	female	white	45-64	some college	B	conservative	battleground	B
VA	female	white	45-64	college graduate	B	moderate	battleground	A
VA	male	white	18-29	some college	B	conservative	battleground	B
VA	female	white	45-64	college graduate	A	moderate	battleground	A
VA	female	black	30-44	college graduate	A	liberal	battleground	A
VA	female	hispanic	18-29	high school graduate	A	liberal	battleground	A
VA	male	white	30-44	college graduate	B	liberal	battleground	B
VA	female	white	65+	high school graduate	other	conservative	battleground	B
VA	female	white	65+	high school graduate	other	conservative	battleground	B
VA	female	white	30-44	some college	other	moderate	battleground	B
VA	female	black	30-44	college graduate	A	liberal	battleground	A
VA	female	white	18-29	high school graduate	A	moderate	battleground	A
VA	female	white	30-44	college graduate	other	conservative	battleground	B
VA	female	white	45-64	some college	other	moderate	battleground	A
VA	male	white	65+	college graduate	other	moderate	battleground	A
VA	female	black	30-44	high school graduate	A	moderate	battleground	A
VA	female	other	18-29	some college	B	moderate	battleground	B
VA	male	white	65+	some college	B	conservative	battleground	B
VA	male	white	45-64	college graduate	other	moderate	battleground	A
VA	female	other	18-29	college graduate	other	liberal	battleground	A
VA	female	white	30-44	college graduate	other	moderate	battleground	B
VA	female	black	30-44	college graduate	A	liberal	battleground	A
VA	female	black	18-29	college graduate	A	conservative	battleground	A
VA	female	black	45-64	college graduate	A	moderate	battleground	A
VA	male	white	45-64	some college	other	conservative	battleground	B
VA	male	white	30-44	college graduate	other	moderate	battleground	B
VA	male	white	45-64	college graduate	A	liberal	battleground	A
VA	female	black	18-29	didn't graduate from HS	B	conservative	battleground	B
VA	female	white	18-29	college graduate	A	liberal	battleground	A
VA	male	other	30-44	college graduate	B	moderate	battleground	B
VA	male	black	45-64	college graduate	other	moderate	battleground	B
VA	female	white	30-44	college graduate	B	conservative	battleground	B
VA	male	white	30-44	college graduate	other	moderate	battleground	A
VA	male	white	30-44	college graduate	other	conservative	battleground	B
VA	female	hispanic	45-64	didn't graduate from HS	B	conservative	battleground	B
VA	male	white	45-64	some college	B	moderate	battleground	B
VA	female	white	65+	high school graduate	other	moderate	battleground	A
VA	female	black	45-64	some college	A	liberal	battleground	A
VA	female	white	30-44	college graduate	B	conservative	battleground	A
VA	female	white	18-29	college graduate	other	moderate	battleground	A
VA	male	black	65+	college graduate	A	liberal	battleground	A
VA	male	white	65+	some college	B	conservative	battleground	B
VA	male	white	30-44	college graduate	A	moderate	battleground	A
VA	female	white	65+	college graduate	other	moderate	battleground	A
VA	female	white	18-29	some college	other	moderate	battleground	A
VA	female	white	65+	some college	B	moderate	battleground	B
VA	female	other	30-44	college graduate	B	moderate	battleground	B
VA	female	white	45-64	some college	A	liberal	battleground	A
VA	male	black	65+	high school graduate	A	liberal	battleground	A
VA	female	hispanic	45-64	college graduate	B	moderate	battleground	B
VA	male	white	45-64	college graduate	A	moderate	battleground	A
VA	female	white	65+	college graduate	B	conservative	battleground	B
VA	male	black	45-64	college graduate	A	liberal	battleground	A
VA	female	white	30-44	college graduate	A	liberal	battleground	A
VA	female	white	45-64	high school graduate	B	conservative	battleground	B
VA	male	white	30-44	some college	A	conservative	battleground	B
VA	male	white	45-64	college graduate	B	moderate	battleground	B
VA	female	white	30-44	college graduate	other	conservative	battleground	B
VA	male	white	30-44	college graduate	A	liberal	battleground	A
VA	female	white	30-44	college graduate	B	conservative	battleground	B
