state	sex	race	age	education	ideology	vote
MD	female	white	45-64	college graduate	conservative	B
NJ	male	white	45-64	college graduate	liberal	A
NC	female	white	45-64	some college	moderate	A
MT	female	white	18-29	didn't graduate from HS	conservative	B
KS	male	white	65+	college graduate	conservative	B
MO	female	white	18-29	some college	moderate	B
GA	female	black	45-64	college graduate	liberal	A
GA	male	white	18-29	high school graduate	moderate	B
NJ	male	white	18-29	college graduate	liberal	A
MS	female	white	30-44	college graduate	conservative	B
NY	female	white	45-64	college graduate	liberal	A
MI	male	white	45-64	high school graduate	liberal	B
MI	male	white	65+	college graduate	moderate	B
IL	male	hispanic	65+	didn't graduate from HS	liberal	A
NC	male	white	30-44	some college	liberal	A
MO	female	white	45-64	college graduate	moderate	A
OH	male	white	45-64	college graduate	conservative	B
NJ	female	white	65+	high school graduate	moderate	A
CA	female	white	65+	high school graduate	conservative	B
MI	female	black	45-64	college graduate	liberal	A
VA	female	white	18-29	college graduate	moderate	B
MI	female	white	45-64	some college	conservative	A
FL	female	white	30-44	college graduate	liberal	A
GA	female	white	45-64	some college	moderate	B
MI	female	white	65+	college graduate	liberal	A
NY	female	white	45-64	college graduate	liberal	B
AZ	female	white	45-64	some college	conservative	B
NY	male	white	30-44	high school graduate	conservative	A
SC	male	white	45-64	high school graduate	conservative	B
OH	female	white	18-29	college graduate	moderate	A
MA	female	white	30-44	college graduate	liberal	other
MO	male	white	45-64	college graduate	conservative	B
SC	male	white	30-44	college graduate	moderate	A
MI	female	white	18-29	college graduate	liberal	A
VT	male	white	65+	college graduate	moderate	A
NC	male	white	45-64	high school graduate	conservative	B
NJ	female	white	18-29	some college	liberal	B
RI	female	white	45-64	college graduate	liberal	A
PA	male	white	45-64	college graduate	moderate	B
CA	male	white	45-64	some college	conservative	A
NY	female	black	18-29	some college	moderate	A
VA	male	white	45-64	college graduate	conservative	A
MD	male	white	30-44	college graduate	moderate	A
CA	female	hispanic	18-29	college graduate	conservative	A
OH	female	white	18-29	college graduate	conservative	A
VA	female	other	30-44	college graduate	moderate	B
MA	female	white	18-29	college graduate	conservative	A
NY	male	white	65+	college graduate	conservative	B
TN	female	white	65+	college graduate	moderate	A
FL	male	white	65+	college graduate	conservative	B
TX	female	black	30-44	college graduate	liberal	A
MO	male	white	45-64	high school graduate	moderate	B
LA	male	white	45-64	college graduate	conservative	B
MS	female	white	65+	some college	moderate	B
IL	male	white	30-44	college graduate	moderate	A
FL	female	white	45-64	college graduate	moderate	B
MS	female	white	45-64	high school graduate	moderate	B
TN	male	white	30-44	high school graduate	conservative	other
IL	male	white	45-64	high school graduate	moderate	A
MD	male	white	45-64	college graduate	moderate	A
WY	female	white	30-44	didn't graduate from HS	moderate	B
GA	female	black	45-64	some college	moderate	A
LA	female	white	45-64	some college	moderate	A
OH	male	white	45-64	college graduate	moderate	B
MN	female	white	65+	college graduate	moderate	A
NY	female	white	45-64	some college	moderate	A
IA	female	white	18-29	college graduate	moderate	A
MI	male	white	45-64	some college	conservative	B
MO	female	white	18-29	some college	liberal	A
TX	male	hispanic	30-44	didn't graduate from HS	conservative	A
GA	female	white	30-44	college graduate	moderate	B
NC	male	white	18-29	some college	moderate	A
NC	male	white	45-64	high school graduate	conservative	B
NY	female	white	30-44	college graduate	moderate	B
CA	female	other	18-29	college graduate	liberal	A
GA	female	black	30-44	high school graduate	moderate	A
NV	female	white	45-64	college graduate	conservative	B
NY	female	white	45-64	some college	conservative	B
TX	male	white	45-64	some college	moderate	B
NJ	female	white	65+	college graduate	moderate	B
IL	female	white	18-29	some college	conservative	B
CA	female	white	65+	college graduate	moderate	B
FL	female	black	30-44	high school graduate	moderate	A
PA	male	white	45-64	college graduate	moderate	A
CA	female	white	45-64	some college	moderate	A
KY	female	white	18-29	college graduate	liberal	A
PA	male	white	18-29	high school graduate	moderate	B
WI	female	white	18-29	didn't graduate from HS	liberal	A
AZ	female	black	18-29	college graduate	moderate	A
MD	male	white	18-29	some college	liberal	A
CA	male	white	30-44	college graduate	conservative	B
CT	male	white	45-64	some college	moderate	A
MD	female	other	30-44	some college	conservative	A
NY	female	white	30-44	college graduate	liberal	A
IL	female	white	45-64	college graduate	moderate	B
AR	female	white	45-64	college graduate	conservative	other
IL	female	white	45-64	some college	conservative	B
MD	male	hispanic	45-64	high school graduate	conservative	A
IA	male	white	18-29	college graduate	conservative	B
NJ	male	white	18-29	some college	liberal	A
WV	female	white	45-64	high school graduate	moderate	B
CA	male	white	45-64	some college	conservative	B
FL	male	hispanic	65+	college graduate	moderate	B
NC	female	white	45-64	high school graduate	conservative	A
MN	female	white	65+	some college	conservative	B
MO	male	white	30-44	some college	liberal	B
MI	female	white	45-64	high school graduate	moderate	A
MD	female	black	45-64	some college	moderate	A
CA	male	white	18-29	college graduate	conservative	B
TX	female	white	18-29	college graduate	liberal	B
MO	female	white	18-29	college graduate	liberal	A
PA	male	white	18-29	college graduate	liberal	A
OH	male	white	45-64	college graduate	conservative	B
CA	female	white	65+	some college	conservative	other
CA	female	black	45-64	college graduate	moderate	A
CA	female	white	30-44	college graduate	moderate	A
NM	female	other	30-44	some college	conservative	B
OH	male	white	45-64	college graduate	moderate	A
NY	male	white	30-44	college graduate	conservative	B
WI	male	white	18-29	high school graduate	moderate	A
SD	male	white	18-29	didn't graduate from HS	moderate	A
CA	female	hispanic	30-44	high school graduate	moderate	A
CA	female	white	18-29	college graduate	liberal	A
CA	female	hispanic	30-44	some college	moderate	A
MI	male	white	45-64	high school graduate	liberal	B
TX	male	hispanic	18-29	didn't graduate from HS	conservative	B
LA	female	black	45-64	college graduate	liberal	A
WI	male	white	18-29	college graduate	moderate	B
CA	female	white	45-64	college graduate	liberal	A
WI	female	white	18-29	college graduate	moderate	A
MN	male	white	45-64	college graduate	moderate	B
PA	female	white	45-64	high school graduate	liberal	A
FL	male	black	45-64	some college	liberal	A
CA	female	white	30-44	college graduate	moderate	A
CA	female	white	30-44	some college	liberal	A
PA	female	white	30-44	college graduate	liberal	A
MA	female	white	30-44	college graduate	moderate	B
CA	male	white	30-44	high school graduate	conservative	B
TN	female	white	45-64	some college	conservative	B
OR	female	white	45-64	college graduate	moderate	B
NY	female	other	30-44	college graduate	moderate	A
PA	female	white	65+	high school graduate	moderate	A
IL	male	white	18-29	college graduate	conservative	B
GA	male	white	45-64	high school graduate	liberal	A
IN	female	white	65+	high school graduate	conservative	B
PA	female	white	45-64	college graduate	moderate	A
MI	male	white	65+	college graduate	moderate	A
CA	female	hispanic	45-64	didn't graduate from HS	moderate	B
MN	female	other	18-29	high school graduate	liberal	A
CA	female	black	45-64	some college	liberal	A
OH	female	black	18-29	college graduate	moderate	A
NY	female	white	45-64	college graduate	moderate	A
VA	female	white	45-64	college graduate	moderate	B
IN	male	white	65+	college graduate	moderate	A
VA	female	white	30-44	college graduate	conservative	B
NJ	female	white	45-64	college graduate	conservative	B
WI	male	white	30-44	college graduate	conservative	B
TX	female	black	45-64	some college	moderate	A
MD	female	white	45-64	college graduate	moderate	A
TN	female	white	65+	high school graduate	moderate	B
IN	female	white	45-64	some college	moderate	A
PA	female	white	18-29	college graduate	moderate	A
TN	female	white	45-64	high school graduate	moderate	B
CO	female	white	45-64	high school graduate	moderate	B
MO	female	white	18-29	high school graduate	conservative	B
OH	female	white	18-29	some college	liberal	A
IN	male	white	45-64	some college	conservative	B
UT	male	white	45-64	high school graduate	conservative	B
OK	female	black	45-64	high school graduate	conservative	A
MA	female	white	30-44	some college	moderate	B
TX	female	hispanic	18-29	high school graduate	liberal	A
VA	female	white	30-44	some college	conservative	A
WI	male	white	30-44	college graduate	conservative	B
TX	male	hispanic	65+	some college	liberal	A
MA	male	white	45-64	some college	moderate	A
TX	female	hispanic	30-44	college graduate	moderate	A
TX	female	white	30-44	college graduate	moderate	B
OH	male	white	65+	some college	moderate	A
CA	male	white	45-64	high school graduate	liberal	A
FL	female	hispanic	30-44	college graduate	conservative	B
OH	male	white	30-44	college graduate	conservative	B
CA	female	hispanic	18-29	college graduate	liberal	B
IL	female	white	45-64	college graduate	moderate	A
PA	female	white	18-29	some college	liberal	A
MD	female	black	45-64	some college	moderate	A
PA	female	white	45-64	college graduate	liberal	A
CA	female	white	45-64	college graduate	liberal	A
CA	female	white	65+	college graduate	moderate	A
IL	male	white	45-64	some college	moderate	A
TN	male	white	45-64	college graduate	moderate	B
WI	female	black	45-64	college graduate	liberal	A
FL	male	white	45-64	college graduate	conservative	B
OK	female	white	45-64	some college	moderate	B
NY	male	white	45-64	college graduate	moderate	A
OH	female	white	30-44	college graduate	moderate	A
AK	female	white	45-64	college graduate	conservative	B
AL	male	black	45-64	college graduate	liberal	A
CA	female	hispanic	18-29	college graduate	moderate	A
CT	male	white	18-29	high school graduate	conservative	A
NY	male	black	18-29	didn't graduate from HS	liberal	A
CA	female	white	45-64	college graduate	moderate	A
NH	female	white	45-64	some college	moderate	A
PA	female	white	45-64	college graduate	moderate	A
MO	female	white	45-64	some college	moderate	A
CA	male	black	45-64	some college	moderate	A
CA	male	black	30-44	high school graduate	liberal	A
NC	male	white	45-64	some college	liberal	B
WI	male	white	45-64	some college	conservative	B
NJ	male	white	30-44	college graduate	moderate	A
IL	female	hispanic	18-29	some college	moderate	A
MO	male	black	45-64	some college	moderate	A
AR	female	black	30-44	college graduate	liberal	A
WI	female	black	45-64	high school graduate	conservative	A
MD	male	other	45-64	college graduate	moderate	A
NY	male	other	18-29	high school graduate	liberal	A
NJ	female	white	65+	college graduate	liberal	A
NJ	female	white	45-64	college graduate	moderate	A
TX	male	white	45-64	high school graduate	moderate	B
IL	male	white	30-44	some college	conservative	A
TX	male	hispanic	45-64	high school graduate	liberal	A
MA	male	black	18-29	college graduate	moderate	A
IA	male	white	65+	college graduate	moderate	A
OH	male	white	18-29	college graduate	moderate	A
CA	male	other	45-64	college graduate	liberal	B
NY	female	hispanic	30-44	college graduate	liberal	A
IL	female	black	18-29	college graduate	moderate	A
NC	male	white	65+	college graduate	moderate	B
OH	female	white	30-44	college graduate	liberal	A
WI	male	white	18-29	some college	liberal	A
NY	female	other	30-44	college graduate	liberal	A
VA	female	white	65+	college graduate	liberal	A
MI	female	white	30-44	college graduate	conservative	B
NJ	female	white	45-64	college graduate	moderate	A
MI	female	white	30-44	college graduate	liberal	B
CA	male	white	45-64	college graduate	liberal	A
AR	female	black	18-29	high school graduate	conservative	A
IL	female	white	30-44	college graduate	conservative	A
CA	male	white	45-64	high school graduate	moderate	B
KS	female	white	45-64	college graduate	moderate	B
NY	male	hispanic	45-64	college graduate	liberal	A
NY	male	black	18-29	some college	moderate	A
PA	male	white	65+	high school graduate	conservative	B
NY	female	white	18-29	high school graduate	moderate	A
IN	male	white	30-44	some college	conservative	B
OH	male	white	65+	high school graduate	moderate	A
CA	female	hispanic	18-29	didn't graduate from HS	moderate	A
OH	female	white	18-29	high school graduate	moderate	A
MI	female	white	18-29	college graduate	moderate	B
PA	male	white	30-44	college graduate	conservative	B
NY	male	white	45-64	college graduate	moderate	A
MA	female	other	45-64	some college	liberal	A
MO	male	other	18-29	college graduate	conservative	B
NY	female	white	45-64	college graduate	conservative	A
NY	male	black	45-64	college graduate	moderate	A
WI	female	white	30-44	some college	conservative	B
WY	female	hispanic	45-64	some college	liberal	A
SD	female	white	45-64	some college	moderate	A
VA	male	white	45-64	some college	conservative	other
FL	female	hispanic	65+	some college	moderate	A
MN	female	white	30-44	college graduate	conservative	B
VA	female	black	18-29	college graduate	conservative	A
CA	female	hispanic	65+	high school graduate	moderate	A
FL	female	black	30-44	high school graduate	liberal	A
WI	female	white	45-64	high school graduate	conservative	B
TN	female	white	65+	some college	moderate	B
NY	male	white	30-44	college graduate	conservative	B
