state	sex	race	age	education	ideology	vote
PA	male	black	30-44	high school graduate	liberal	A
MA	male	white	45-64	some college	moderate	A
OH	female	white	45-64	some college	conservative	B
OR	female	white	65+	didn't graduate from HS	moderate	A
CA	female	black	30-44	high school graduate	conservative	A
IL	female	black	45-64	college graduate	conservative	A
TX	female	hispanic	18-29	some college	liberal	A
AL	male	white	65+	some college	conservative	B
NY	male	black	30-44	college graduate	moderate	A
CA	male	other	30-44	college graduate	moderate	A
LA	male	white	65+	college graduate	conservative	B
FL	male	white	45-64	some college	liberal	A
IL	male	white	45-64	college graduate	moderate	A
MI	female	white	30-44	some college	moderate	B
PA	male	white	30-44	some college	moderate	B
OH	male	white	45-64	some college	moderate	A
OH	male	white	18-29	college graduate	liberal	A
NY	female	white	65+	some college	conservative	B
NJ	male	hispanic	18-29	some college	moderate	A
OH	female	white	45-64	college graduate	moderate	A
SD	male	white	18-29	didn't graduate from HS	moderate	A
IL	female	white	18-29	college graduate	conservative	B
TX	female	white	30-44	college graduate	conservative	B
NV	male	white	45-64	college graduate	moderate	A
WI	male	white	30-44	high school graduate	moderate	A
FL	male	white	18-29	college graduate	liberal	A
SC	female	black	30-44	college graduate	moderate	A
NY	female	black	45-64	some college	moderate	A
CA	male	white	45-64	college graduate	conservative	B
IL	female	black	30-44	college graduate	liberal	A
IL	female	white	45-64	some college	conservative	B
MA	female	white	30-44	college graduate	moderate	A
NY	female	hispanic	30-44	college graduate	conservative	A
NC	male	white	45-64	high school graduate	conservative	B
WV	female	white	30-44	college graduate	conservative	B
MI	male	white	45-64	college graduate	liberal	A
MD	male	other	65+	some college	conservative	B
CT	female	white	18-29	some college	moderate	A
SC	female	white	45-64	some college	moderate	B
TX	female	black	45-64	college graduate	conservative	A
OH	female	white	45-64	college graduate	conservative	B
IL	female	white	45-64	some college	moderate	B
CA	male	white	18-29	college graduate	liberal	A
CT	male	white	45-64	college graduate	moderate	A
NY	male	white	45-64	college graduate	conservative	B
CA	female	white	18-29	some college	liberal	A
IL	female	white	30-44	college graduate	liberal	A
MD	female	white	45-64	college graduate	conservative	B
NY	male	hispanic	30-44	some college	moderate	A
MO	male	white	45-64	college graduate	moderate	A
CA	female	white	45-64	some college	conservative	B
OH	male	white	18-29	didn't graduate from HS	moderate	B
IL	male	white	45-64	some college	moderate	B
TN	female	black	30-44	some college	conservative	A
OH	female	white	30-44	college graduate	moderate	A
IL	female	white	45-64	high school graduate	conservative	B
PA	female	white	45-64	some college	liberal	A
CA	female	white	30-44	college graduate	liberal	A
SC	male	black	45-64	didn't graduate from HS	liberal	A
IL	male	other	30-44	college graduate	moderate	A
CA	male	black	18-29	high school graduate	liberal	B
UT	female	white	45-64	high school graduate	moderate	A
FL	male	white	30-44	college graduate	conservative	B
NY	male	white	45-64	some college	moderate	A
PA	male	white	30-44	college graduate	moderate	B
IL	male	hispanic	30-44	college graduate	conservative	B
OH	male	white	18-29	some college	moderate	A
NY	female	hispanic	30-44	college graduate	liberal	A
TX	male	hispanic	65+	didn't graduate from HS	moderate	A
WY	female	white	18-29	didn't graduate from HS	conservative	B
AR	male	black	30-44	high school graduate	moderate	A
CA	male	white	45-64	college graduate	moderate	A
MN	female	white	45-64	college graduate	liberal	A
CA	female	white	30-44	some college	liberal	A
CA	female	white	18-29	college graduate	liberal	A
TX	male	hispanic	18-29	some college	moderate	A
PA	female	white	30-44	college graduate	liberal	B
CA	female	hispanic	30-44	college graduate	liberal	A
NY	female	white	18-29	college graduate	liberal	A
NC	male	white	65+	some college	liberal	A
NJ	female	hispanic	45-64	college graduate	moderate	A
CA	female	hispanic	18-29	some college	liberal	A
PA	male	white	30-44	college graduate	conservative	B
MO	male	white	18-29	didn't graduate from HS	moderate	A
CA	male	hispanic	45-64	high school graduate	moderate	A
GA	female	white	45-64	didn't graduate from HS	moderate	A
IL	female	white	45-64	college graduate	liberal	A
IL	male	white	45-64	high school graduate	moderate	B
NY	female	white	45-64	college graduate	moderate	B
OH	male	white	45-64	didn't graduate from HS	moderate	B
FL	male	hispanic	45-64	college graduate	liberal	A
PA	female	black	45-64	didn't graduate from HS	moderate	A
TX	male	white	45-64	some college	conservative	B
KY	female	white	45-64	college graduate	moderate	A
NH	female	white	45-64	college graduate	moderate	A
MD	male	white	45-64	some college	conservative	B
KY	male	white	18-29	some college	moderate	B
LA	female	white	45-64	college graduate	moderate	B
MS	female	white	30-44	some college	conservative	B
CA	female	white	30-44	some college	liberal	A
CA	female	white	18-29	college graduate	liberal	A
KY	male	white	45-64	college graduate	moderate	B
MT	male	white	30-44	college graduate	moderate	B
AZ	male	white	18-29	some college	moderate	B
IL	female	white	18-29	some college	liberal	A
WV	female	white	30-44	high school graduate	moderate	A
MA	female	black	45-64	some college	moderate	A
TX	female	white	45-64	high school graduate	conservative	B
OH	male	white	30-44	high school graduate	conservative	B
MN	female	white	30-44	college graduate	liberal	A
MA	male	hispanic	45-64	some college	moderate	B
NC	male	white	45-64	college graduate	conservative	A
PA	male	white	45-64	college graduate	moderate	A
MI	male	white	65+	high school graduate	moderate	B
GA	male	other	45-64	some college	conservative	B
NJ	female	hispanic	18-29	some college	moderate	A
CT	male	white	18-29	some college	conservative	B
FL	female	white	30-44	some college	moderate	A
MO	female	white	30-44	high school graduate	moderate	A
VA	male	hispanic	18-29	didn't graduate from HS	conservative	A
NH	female	white	18-29	high school graduate	liberal	A
WA	female	white	45-64	college graduate	moderate	A
MA	female	white	45-64	high school graduate	liberal	A
FL	female	white	45-64	some college	conservative	B
OH	female	white	30-44	some college	moderate	A
SC	female	black	30-44	some college	moderate	A
IL	male	white	30-44	college graduate	liberal	A
NY	female	white	65+	high school graduate	liberal	B
CA	female	white	45-64	some college	moderate	A
TN	female	white	30-44	college graduate	moderate	A
TN	male	white	45-64	some college	moderate	B
KS	female	white	45-64	college graduate	moderate	A
TX	male	hispanic	18-29	didn't graduate from HS	liberal	A
FL	female	hispanic	18-29	some college	conservative	B
PA	male	white	18-29	didn't graduate from HS	conservative	B
CT	female	white	18-29	college graduate	moderate	A
WI	male	white	18-29	some college	conservative	B
ND	female	white	18-29	some college	moderate	B
WY	female	white	18-29	high school graduate	moderate	B
GA	male	white	45-64	some college	moderate	B
NY	female	black	18-29	some college	moderate	A
OH	female	white	45-64	high school graduate	moderate	B
IL	male	white	30-44	some college	moderate	A
FL	male	white	45-64	some college	conservative	B
NY	female	white	18-29	college graduate	liberal	A
NC	male	white	30-44	high school graduate	conservative	B
IL	female	white	65+	college graduate	moderate	B
PA	female	white	45-64	college graduate	moderate	B
LA	male	black	18-29	high school graduate	conservative	A
NY	female	white	30-44	college graduate	liberal	A
SC	male	white	30-44	high school graduate	conservative	B
OK	female	white	30-44	some college	conservative	B
PA	male	white	30-44	college graduate	conservative	B
GA	female	black	30-44	high school graduate	moderate	A
AR	male	black	45-64	high school graduate	conservative	A
TX	male	other	18-29	some college	liberal	A
NJ	male	white	18-29	high school graduate	liberal	A
TN	female	white	45-64	college graduate	conservative	B
MD	male	white	30-44	college graduate	moderate	A
IL	male	white	30-44	college graduate	moderate	B
PA	female	white	30-44	college graduate	liberal	A
IL	male	white	45-64	some college	conservative	B
MD	female	white	45-64	college graduate	moderate	A
OH	female	white	30-44	some college	liberal	A
OK	male	white	18-29	some college	conservative	B
KY	female	white	30-44	college graduate	moderate	B
NJ	male	white	18-29	college graduate	moderate	B
NJ	female	white	45-64	college graduate	moderate	A
VA	female	white	30-44	college graduate	liberal	A
CA	male	white	18-29	high school graduate	liberal	A
TX	male	black	18-29	college graduate	moderate	A
NY	female	white	18-29	some college	conservative	B
NY	male	white	30-44	college graduate	liberal	A
PA	female	white	30-44	high school graduate	liberal	A
SD	male	white	65+	some college	conservative	A
IL	male	white	45-64	high school graduate	moderate	B
VT	male	white	30-44	some college	moderate	B
MI	male	white	45-64	some college	conservative	B
OH	female	white	45-64	some college	conservative	B
IL	female	white	45-64	some college	liberal	A
PA	female	white	65+	college graduate	moderate	A
OH	female	white	18-29	some college	moderate	B
FL	male	white	65+	college graduate	moderate	B
NY	male	white	65+	didn't graduate from HS	moderate	A
NY	female	black	30-44	high school graduate	liberal	A
PA	male	white	45-64	some college	moderate	A
LA	female	black	18-29	college graduate	moderate	A
CA	female	hispanic	45-64	high school graduate	conservative	A
NC	female	white	65+	some college	conservative	A
CA	female	white	65+	some college	moderate	A
AL	female	white	45-64	didn't graduate from HS	moderate	A
PA	female	white	65+	college graduate	conservative	B
CA	female	black	18-29	college graduate	liberal	A
OH	male	white	65+	high school graduate	conservative	A
VA	male	black	30-44	college graduate	conservative	B
OH	female	white	30-44	college graduate	conservative	B
CA	female	other	18-29	college graduate	liberal	A
MN	female	white	30-44	college graduate	liberal	A
MT	female	white	65+	some college	liberal	A
MO	male	other	18-29	college graduate	conservative	B
PA	female	other	18-29	high school graduate	conservative	A
DE	male	white	18-29	college graduate	liberal	A
MN	female	white	65+	college graduate	moderate	A
SC	female	white	30-44	college graduate	liberal	B
LA	male	black	45-64	some college	moderate	A
ME	female	white	65+	high school graduate	moderate	B
CA	female	white	65+	some college	moderate	A
CA	male	white	45-64	college graduate	liberal	A
IL	male	black	18-29	some college	moderate	A
MI	female	white	45-64	college graduate	moderate	A
CA	female	white	45-64	college graduate	liberal	A
MA	female	white	18-29	college graduate	liberal	A
CA	male	black	18-29	college graduate	conservative	A
CA	female	white	45-64	college graduate	moderate	A
VA	male	white	45-64	college graduate	moderate	A
IL	male	white	45-64	high school graduate	liberal	B
CT	male	white	45-64	some college	conservative	B
CA	male	white	30-44	college graduate	liberal	A
TX	female	black	30-44	college graduate	liberal	A
MI	male	white	18-29	some college	liberal	A
WY	female	white	45-64	some college	liberal	A
CA	female	white	30-44	college graduate	liberal	A
MA	male	white	18-29	some college	moderate	A
FL	female	white	30-44	some college	conservative	B
MA	female	white	45-64	some college	moderate	A
NH	female	white	45-64	college graduate	liberal	A
NY	female	white	30-44	high school graduate	conservative	B
NC	female	white	45-64	high school graduate	moderate	B
KS	male	white	45-64	some college	moderate	A
NY	female	black	30-44	college graduate	liberal	A
MO	male	white	45-64	some college	liberal	A
GA	female	white	30-44	some college	moderate	B
CA	male	white	30-44	high school graduate	conservative	A
WI	female	white	45-64	some college	moderate	B
OH	female	white	30-44	some college	liberal	A
PA	male	black	30-44	college graduate	moderate	A
CA	female	white	45-64	college graduate	moderate	B
WI	male	white	45-64	college graduate	conservative	B
IL	female	white	45-64	college graduate	conservative	B
MN	female	white	45-64	some college	moderate	B
MA	male	white	45-64	didn't graduate from HS	conservative	A
NC	female	white	45-64	high school graduate	conservative	B
FL	male	white	45-64	college graduate	moderate	A
WI	female	hispanic	18-29	high school graduate	moderate	A
IL	male	white	45-64	college graduate	conservative	B
PA	female	white	30-44	college graduate	conservative	B
AK	female	white	45-64	college graduate	conservative	B
NY	male	hispanic	30-44	some college	liberal	A
MO	female	white	30-44	college graduate	liberal	A
CT	male	white	65+	some college	liberal	A
IL	female	black	30-44	college graduate	moderate	A
MD	male	white	65+	college graduate	moderate	A
MI	female	white	30-44	college graduate	moderate	B
PA	female	hispanic	30-44	some college	conservative	B
IL	male	white	45-64	high school graduate	moderate	A
NY	female	white	30-44	college graduate	liberal	A
PA	male	white	18-29	some college	moderate	A
NY	female	hispanic	45-64	high school graduate	liberal	A
NH	female	white	45-64	college graduate	moderate	A
IN	male	white	30-44	some college	conservative	B
MA	female	white	45-64	college graduate	liberal	A
OH	female	white	45-64	high school graduate	conservative	B
NY	male	white	30-44	college graduate	moderate	A
MT	female	white	30-44	college graduate	conservative	B
MA	female	other	65+	high school graduate	conservative	B
