state	sex	race	age	education	party	ideology	vote_2008	state_contestedness
MA	male	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
TX	male	white	30-44	some college	republican	conservative	john mcCain	solid romney
CA	female	other	18-29	college graduate	republican	conservative	john mcCain	solid obama
NY	male	white	45-64	some college	republican	conservative	john mcCain	solid obama
MD	female	white	45-64	high school graduate	republican	conservative	john mcCain	solid obama
CA	male	white	45-64	some college	democrat	moderate	barack obama	solid obama
VA	female	white	45-64	college graduate	other	moderate	barack obama	battleground
NH	male	white	65+	some college	other	moderate	barack obama	battleground
OH	male	white	45-64	high school graduate	republican	moderate	john mcCain	battleground
NY	male	white	30-44	college graduate	republican	moderate	john mcCain	solid obama
OH	female	white	30-44	some college	republican	moderate	john mcCain	battleground
KY	male	white	45-64	college graduate	democrat	liberal	barack obama	solid romney
PA	male	white	45-64	high school graduate	democrat	moderate	john mcCain	quasi-battleground
NC	female	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
MD	female	white	30-44	some college	republican	conservative	john mcCain	solid obama
IL	male	white	65+	some college	democrat	moderate	barack obama	solid obama
CA	male	white	30-44	college graduate	other	moderate	barack obama	solid obama
NY	female	black	30-44	college graduate	democrat	conservative	barack obama	solid obama
CA	male	white	65+	high school graduate	other	moderate	barack obama	solid obama
OR	male	white	65+	some college	other	moderate	barack obama	solid obama
VA	male	white	45-64	college graduate	other	moderate	john mcCain	battleground
CA	female	hispanic	30-44	high school graduate	democrat	moderate	barack obama	solid obama
MN	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
GA	female	black	18-29	some college	democrat	moderate	barack obama	solid romney
MA	male	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
GA	female	white	30-44	high school graduate	other	liberal	barack obama	solid romney
MA	male	black	45-64	some college	democrat	liberal	barack obama	solid obama
OH	male	black	30-44	college graduate	democrat	moderate	barack obama	battleground
TN	male	white	45-64	didn't graduate from HS	other	moderate	john mcCain	solid romney
WI	male	other	18-29	didn't graduate from HS	democrat	moderate	barack obama	quasi-battleground
MD	female	white	18-29	college graduate	democrat	liberal	barack obama	solid obama
MN	male	black	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
MO	male	white	30-44	some college	republican	moderate	john mcCain	solid romney
UT	male	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
CA	female	white	30-44	college graduate	other	moderate	barack obama	solid obama
NJ	female	white	45-64	some college	other	moderate	barack obama	solid obama
IL	female	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
AK	male	other	45-64	some college	other	conservative	john mcCain	solid romney
CT	male	white	30-44	college graduate	other	liberal	barack obama	solid obama
MN	female	white	18-29	college graduate	republican	moderate	john mcCain	quasi-battleground
MA	female	white	45-64	some college	republican	conservative	john mcCain	solid obama
CA	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
SC	male	white	30-44	college graduate	democrat	liberal	barack obama	solid romney
TN	female	white	65+	college graduate	other	moderate	john mcCain	solid romney
MA	male	hispanic	30-44	high school graduate	democrat	conservative	barack obama	solid obama
FL	female	white	30-44	some college	republican	moderate	john mcCain	battleground
CA	female	hispanic	18-29	some college	republican	conservative	john mcCain	solid obama
MA	female	white	30-44	college graduate	other	conservative	barack obama	solid obama
WI	female	other	18-29	college graduate	other	moderate	barack obama	quasi-battleground
FL	male	white	30-44	college graduate	democrat	liberal	barack obama	battleground
SC	male	white	30-44	college graduate	other	conservative	john mcCain	solid romney
KS	female	hispanic	45-64	high school graduate	other	liberal	barack obama	solid romney
PA	female	white	45-64	high school graduate	republican	moderate	john mcCain	quasi-battleground
IL	female	white	30-44	some college	democrat	moderate	barack obama	solid obama
IN	female	white	45-64	some college	republican	moderate	barack obama	solid romney
MS	male	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
IL	male	white	65+	some college	other	moderate	john mcCain	solid obama
MA	male	white	65+	high school graduate	republican	conservative	john mcCain	solid obama
NC	male	black	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
NJ	female	hispanic	18-29	some college	other	moderate	barack obama	solid obama
UT	female	white	45-64	college graduate	democrat	liberal	barack obama	solid romney
GA	female	black	30-44	some college	democrat	moderate	barack obama	solid romney
FL	female	other	30-44	some college	republican	conservative	john mcCain	battleground
IN	female	white	18-29	high school graduate	democrat	moderate	barack obama	solid romney
NJ	male	white	45-64	some college	other	moderate	john mcCain	solid obama
NY	female	hispanic	30-44	some college	other	conservative	barack obama	solid obama
FL	female	hispanic	30-44	some college	democrat	liberal	barack obama	battleground
NC	female	white	18-29	college graduate	democrat	moderate	barack obama	quasi-battleground
ID	female	white	30-44	some college	republican	conservative	john mcCain	solid romney
NY	male	black	30-44	high school graduate	democrat	moderate	barack obama	solid obama
LA	male	other	45-64	college graduate	republican	moderate	john mcCain	solid romney
PA	female	white	30-44	college graduate	other	liberal	barack obama	quasi-battleground
NY	male	black	18-29	high school graduate	democrat	moderate	barack obama	solid obama
NY	male	white	45-64	high school graduate	other	liberal	barack obama	solid obama
MI	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
IL	female	hispanic	30-44	college graduate	other	conservative	john mcCain	solid obama
PA	female	white	45-64	high school graduate	republican	moderate	john mcCain	quasi-battleground
TX	female	hispanic	45-64	some college	republican	conservative	john mcCain	solid romney
TX	female	white	65+	college graduate	republican	conservative	john mcCain	solid romney
NM	female	other	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MD	female	black	45-64	college graduate	democrat	moderate	barack obama	solid obama
IL	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
CA	female	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
IL	male	white	65+	some college	republican	conservative	john mcCain	solid obama
TN	female	white	30-44	college graduate	republican	moderate	john mcCain	solid romney
NY	male	white	65+	college graduate	democrat	liberal	barack obama	solid obama
WI	female	black	30-44	high school graduate	democrat	moderate	barack obama	quasi-battleground
OH	female	white	30-44	high school graduate	democrat	liberal	barack obama	battleground
MI	female	white	18-29	some college	republican	conservative	john mcCain	quasi-battleground
NC	male	white	30-44	high school graduate	democrat	moderate	john mcCain	quasi-battleground
OH	female	white	18-29	high school graduate	republican	conservative	john mcCain	battleground
NH	male	white	45-64	college graduate	other	liberal	barack obama	battleground
IL	male	white	18-29	high school graduate	democrat	moderate	barack obama	solid obama
IA	male	white	45-64	some college	other	moderate	john mcCain	battleground
MD	male	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
WI	female	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
NE	female	white	45-64	college graduate	democrat	liberal	barack obama	solid romney
OH	female	white	18-29	some college	democrat	liberal	barack obama	battleground
TN	female	white	65+	some college	republican	conservative	john mcCain	solid romney
OK	male	white	30-44	high school graduate	democrat	conservative	john mcCain	solid romney
OR	female	white	65+	college graduate	democrat	liberal	barack obama	solid obama
CT	female	black	45-64	some college	democrat	moderate	barack obama	solid obama
MS	male	white	45-64	didn't graduate from HS	republican	conservative	john mcCain	solid romney
NM	male	other	18-29	some college	democrat	liberal	barack obama	quasi-battleground
LA	female	white	45-64	some college	democrat	moderate	john mcCain	solid romney
MO	female	black	18-29	some college	democrat	moderate	barack obama	solid romney
MI	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
IA	female	white	18-29	high school graduate	democrat	moderate	barack obama	battleground
CA	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
IN	male	white	18-29	some college	republican	moderate	john mcCain	solid romney
MO	female	black	18-29	some college	other	moderate	barack obama	solid romney
IL	female	white	30-44	college graduate	other	moderate	john mcCain	solid obama
WV	female	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
OK	male	white	18-29	high school graduate	democrat	moderate	barack obama	solid romney
NJ	male	hispanic	30-44	college graduate	other	liberal	barack obama	solid obama
CA	female	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
OH	female	white	30-44	some college	other	moderate	barack obama	battleground
MA	female	white	65+	some college	republican	moderate	john mcCain	solid obama
IL	female	white	45-64	high school graduate	other	conservative	barack obama	solid obama
KY	female	black	18-29	college graduate	democrat	moderate	barack obama	solid romney
ID	female	white	18-29	some college	republican	conservative	john mcCain	solid romney
TX	male	hispanic	30-44	didn't graduate from HS	other	moderate	barack obama	solid romney
OK	female	other	18-29	some college	democrat	moderate	barack obama	solid romney
MD	female	white	30-44	college graduate	other	liberal	barack obama	solid obama
WI	male	white	18-29	college graduate	republican	conservative	john mcCain	quasi-battleground
CA	female	hispanic	30-44	didn't graduate from HS	democrat	moderate	barack obama	solid obama
CA	male	hispanic	45-64	college graduate	other	liberal	barack obama	solid obama
MD	male	black	45-64	college graduate	other	moderate	barack obama	solid obama
CA	female	hispanic	18-29	college graduate	other	moderate	barack obama	solid obama
IA	female	white	30-44	college graduate	other	liberal	barack obama	battleground
NY	male	hispanic	45-64	college graduate	republican	conservative	john mcCain	solid obama
IL	female	white	30-44	college graduate	other	moderate	barack obama	solid obama
OK	female	black	30-44	some college	democrat	liberal	barack obama	solid romney
